MSTRG.3949.1	jg21123.t1
MSTRG.11516.1	jg4910.t1
MSTRG.23402.1	jg9239.t1
MSTRG.11518.1	jg4911.t1
MSTRG.11581.1	jg4913.t1
MSTRG.11522.1	jg4922.t1
MSTRG.11525.1	jg4923.t2
MSTRG.11527.1	jg4924.t1
MSTRG.3466.1	jg12246.t1
MSTRG.7962.1	jg17846.t1
MSTRG.17328.1	jg11406.t1
MSTRG.1154.1	jg15513.t1
MSTRG.11544.1	jg4926.t1
MSTRG.11545.1	jg4927.t1
MSTRG.33805.1	jg20054.t1
MSTRG.11552.1	jg4933.t1
MSTRG.11553.1	jg4934.t1
MSTRG.3592.1	jg12318.t1
MSTRG.11560.1	jg4938.t1
MSTRG.5358.1	jg3529.t1
MSTRG.11562.1	jg12622.t1
MSTRG.11564.1	jg4940.t1
MSTRG.11575.1	jg4946.t1
MSTRG.11578.1	jg4949.t1
MSTRG.11579.1	jg4950.t1
MSTRG.16381.1	jg1437.t1
MSTRG.11582.1	jg4951.t1
MSTRG.11583.1	jg4952.t1
MSTRG.11584.1	jg4953.t1
MSTRG.11585.1	jg4954.t1
MSTRG.11586.1	jg4956.t1
MSTRG.11587.1	jg4957.t1
MSTRG.1159.1	jg15518.t1
MSTRG.11596.1	jg4960.t1
MSTRG.11603.1	jg4963.t1
MSTRG.4815.1	jg12047.t1
MSTRG.23244.1	jg9166.t1
MSTRG.11612.1	jg4965.t1
MSTRG.116.1	jg14946.t1
MSTRG.15054.1	jg18663.t1
MSTRG.15247.1	jg18775.t1
MSTRG.11620.1	jg4975.t1
MSTRG.5958.1	jg20955.t2
MSTRG.11628.1	jg4978.t1
MSTRG.11629.1	jg4979.t1
MSTRG.11632.1	jg4981.t1
MSTRG.8352.1	jg18058.t1
MSTRG.11635.1	jg4982.t1
MSTRG.11637.1	jg4986.t1
MSTRG.11638.1	jg4985.t1
MSTRG.11640.1	jg4987.t2
MSTRG.11645.1	jg4988.t1
MSTRG.11646.1	jg4989.t3
MSTRG.11647.1	jg4990.t1
MSTRG.11649.1	jg5015.t1
MSTRG.11658.1	jg4994.t1
MSTRG.21726.1	jg7057.t2
MSTRG.11661.1	jg14877.t1
MSTRG.11662.1	jg4995.t1
MSTRG.11663.1	jg4997.t1
MSTRG.11665.1	jg4998.t1
MSTRG.11668.1	jg4999.t1
MSTRG.11669.1	jg5000.t1
MSTRG.11671.1	jg5004.t3
MSTRG.1167.1	jg15519.t1
MSTRG.11672.1	jg5002.t1
MSTRG.11678.1	jg5007.t1
MSTRG.11683.1	jg5008.t1
MSTRG.20765.1	jg8787.t1
MSTRG.25845.1	jg14627.t1
MSTRG.11697.1	jg5010.t1
MSTRG.11699.1	jg5011.t1
MSTRG.11701.1	jg5012.t1
MSTRG.11703.1	jg5013.t1
MSTRG.11705.1	jg5014.t1
MSTRG.2493.1	jg10711.t1
MSTRG.11712.1	jg5020.t1
MSTRG.11716.1	jg5030.t1
MSTRG.22862.1	jg8945.t1
MSTRG.11730.1	jg5033.t2
MSTRG.11731.1	jg5035.t1
MSTRG.11737.1	jg5034.t1
MSTRG.11743.1	jg5036.t2
MSTRG.11745.1	jg5037.t1
MSTRG.11749.1	jg5039.t1
MSTRG.11750.1	jg5041.t1
MSTRG.11753.1	jg5043.t1
MSTRG.11755.1	jg19582.t1
MSTRG.11756.1	jg5045.t1
MSTRG.11757.1	jg5046.t1
MSTRG.11758.1	jg5048.t1
MSTRG.11759.1	jg5049.t1
MSTRG.11762.1	jg5052.t1
MSTRG.11765.1	jg5053.t1
MSTRG.11767.1	jg5054.t1
MSTRG.11768.1	jg5055.t1
MSTRG.35799.1	jg11764.t1
MSTRG.11774.1	jg5057.t1
MSTRG.11776.1	jg5060.t1
MSTRG.11777.1	jg5061.t1
MSTRG.11779.1	jg5064.t1
MSTRG.11780.1	jg5065.t1
MSTRG.11781.1	jg5066.t1
MSTRG.11782.1	jg5067.t3
MSTRG.13333.1	jg1839.t1
MSTRG.11787.1	jg5068.t1
MSTRG.21086.1	jg6714.t1
MSTRG.11792.1	jg5071.t1
MSTRG.16580.1	jg10993.t1
MSTRG.11794.1	jg5073.t1
MSTRG.27668.1	jg17095.t1
MSTRG.2110.1	jg10491.t1
MSTRG.22938.1	jg8989.t1
MSTRG.11802.1	jg5077.t1
MSTRG.11804.1	jg5078.t1
MSTRG.4511.1	jg3091.t1
MSTRG.11809.1	jg5081.t1
MSTRG.21780.1	jg7098.t1
MSTRG.11811.1	jg5083.t1
MSTRG.30308.1	jg11887.t1
MSTRG.11814.1	jg5084.t1
MSTRG.8042.1	jg17900.t1
MSTRG.28433.1	jg17552.t1
MSTRG.14905.1	jg18585.t1
MSTRG.25022.1	jg14133.t1
MSTRG.11823.1	jg5089.t1
MSTRG.11834.1	jg5090.t1
MSTRG.11836.1	jg1957.t1
MSTRG.11837.1	jg5091.t1
MSTRG.1184.1	jg15523.t2
MSTRG.11847.1	jg5092.t1
MSTRG.11851.1	jg5094.t1
MSTRG.34792.1	jg377.t1
MSTRG.4340.1	jg2985.t1
MSTRG.17693.1	jg11630.t1
MSTRG.194.1	jg14992.t1
MSTRG.11865.1	jg5099.t1
MSTRG.11867.1	jg5105.t1
MSTRG.11872.1	jg5106.t1
MSTRG.11873.1	jg5107.t1
MSTRG.33418.1	jg11923.t1
MSTRG.11876.1	jg5110.t1
MSTRG.11877.1	jg5109.t1
MSTRG.11885.1	jg5112.t1
MSTRG.11886.1	jg5115.t1
MSTRG.11889.1	jg5118.t1
MSTRG.11890.1	jg5119.t1
MSTRG.11891.1	jg5122.t1
MSTRG.11894.1	jg5123.t1
MSTRG.11895.1	jg5124.t1
MSTRG.11897.1	jg5126.t1
MSTRG.11898.1	jg5127.t1
MSTRG.11900.1	jg5129.t1
MSTRG.30500.1	jg549.t1
MSTRG.11903.1	jg5131.t1
MSTRG.11904.1	jg5132.t1
MSTRG.11905.1	jg5133.t1
MSTRG.11907.1	jg5135.t1
MSTRG.11908.1	jg5136.t1
MSTRG.1191.1	jg15528.t1
MSTRG.119.1	jg14947.t1
MSTRG.11914.1	jg5137.t1
MSTRG.11916.1	jg5140.t1
MSTRG.11917.1	jg5141.t1
MSTRG.11922.1	jg5142.t1
MSTRG.11929.1	jg5149.t1
MSTRG.11933.1	jg5150.t2
MSTRG.22009.1	jg7212.t1
MSTRG.9455.1	jg3662.t1
MSTRG.11937.1	jg5152.t1
MSTRG.11939.1	jg5153.t1
MSTRG.1194.1	jg15530.t1
MSTRG.11941.1	jg5154.t1
MSTRG.11942.1	jg5155.t1
MSTRG.11943.1	jg5156.t1
MSTRG.11944.1	jg5157.t1
MSTRG.11946.1	jg5158.t1
MSTRG.11948.1	jg5159.t1
MSTRG.11949.1	jg5160.t1
MSTRG.11951.1	jg5161.t1
MSTRG.11955.1	jg5164.t1
MSTRG.11956.1	jg5165.t1
MSTRG.11957.1	jg5166.t1
MSTRG.11958.1	jg5167.t1
MSTRG.2613.1	jg10774.t1
MSTRG.11960.1	jg5172.t1
MSTRG.11961.1	jg5175.t1
MSTRG.11970.1	jg5176.t1
MSTRG.11971.1	jg5177.t1
MSTRG.11972.1	jg5178.t1
MSTRG.131.1	jg14953.t1
MSTRG.11974.1	jg5180.t1
MSTRG.11975.1	jg5182.t1
MSTRG.13252.1	jg1796.t1
MSTRG.11981.1	jg5184.t1
MSTRG.11985.1	jg5187.t1
MSTRG.11989.1	jg5188.t1
MSTRG.11990.1	jg5189.t1
MSTRG.11991.1	jg5190.t1
MSTRG.11992.1	jg5191.t1
MSTRG.11996.1	jg5192.t1
MSTRG.11997.1	jg5193.t1
MSTRG.11998.1	jg5195.t1
MSTRG.11999.1	jg5196.t1
MSTRG.12001.1	jg5197.t1
MSTRG.12002.1	jg5198.t1
MSTRG.12003.1	jg5199.t1
MSTRG.12006.1	jg5200.t1
MSTRG.12007.1	jg5201.t1
MSTRG.12008.1	jg5203.t1
MSTRG.12009.1	jg5204.t1
MSTRG.12010.1	jg5207.t1
MSTRG.12011.1	jg5209.t1
MSTRG.14410.1	jg2486.t1
MSTRG.4319.1	jg2975.t1
MSTRG.12015.1	jg5211.t2
MSTRG.12019.1	jg5214.t1
MSTRG.12020.1	jg5215.t1
MSTRG.12021.1	jg5216.t1
MSTRG.12024.1	jg5219.t1
MSTRG.12029.1	jg5220.t1
MSTRG.12030.1	jg5221.t1
MSTRG.12032.1	jg5223.t1
MSTRG.12035.1	jg5226.t1
MSTRG.12036.1	jg5227.t1
MSTRG.12040.1	jg5228.t1
MSTRG.12536.1	jg5517.t2
MSTRG.12044.1	jg5229.t1
MSTRG.12045.1	jg5230.t1
MSTRG.12048.1	jg5232.t1
MSTRG.12049.1	jg5233.t1
MSTRG.12050.1	jg5234.t1
MSTRG.1205.1	jg15533.t1
MSTRG.12053.1	jg5235.t1
MSTRG.12054.1	jg5236.t1
MSTRG.12061.1	jg5241.t1
MSTRG.12063.1	jg5242.t1
MSTRG.12064.1	jg5243.t1
MSTRG.12065.1	jg5244.t1
MSTRG.12068.1	jg5246.t1
MSTRG.12070.1	jg5247.t1
MSTRG.12071.1	jg5248.t1
MSTRG.12072.1	jg5249.t1
MSTRG.12076.1	jg5252.t1
MSTRG.12079.1	jg5253.t1
MSTRG.30583.1	jg20322.t1
MSTRG.16866.1	jg11149.t1
MSTRG.12094.1	jg5257.t1
MSTRG.12101.1	jg5258.t1
MSTRG.1210.1	jg15534.t1
MSTRG.12103.1	jg5259.t1
MSTRG.12104.1	jg5261.t1
MSTRG.12105.1	jg5262.t1
MSTRG.12106.1	jg5264.t1
MSTRG.1211.1	jg15535.t1
MSTRG.12114.1	jg5268.t1
MSTRG.12117.1	jg5269.t1
MSTRG.121.1	jg14948.t1
MSTRG.12120.1	jg5276.t2
MSTRG.1212.1	jg15538.t1
MSTRG.12123.1	jg5278.t1
MSTRG.12124.1	jg5280.t2
MSTRG.12126.1	jg5281.t1
MSTRG.12127.1	jg5282.t1
MSTRG.12129.1	jg5283.t1
MSTRG.1213.1	jg15539.t1
MSTRG.15132.1	jg18717.t1
MSTRG.19090.1	jg7843.t3
MSTRG.12139.1	jg5286.t1
MSTRG.12140.1	jg5287.t1
MSTRG.12142.1	jg5288.t1
MSTRG.12149.1	jg5296.t1
MSTRG.12151.1	jg5299.t4
MSTRG.1215.1	jg15540.t1
MSTRG.12152.1	jg5300.t1
MSTRG.12153.1	jg5301.t1
MSTRG.12155.1	jg5302.t1
MSTRG.12156.1	jg5304.t1
MSTRG.33965.1	jg20709.t1
MSTRG.12159.1	jg5308.t1
MSTRG.12160.1	jg5309.t1
MSTRG.13058.1	jg1688.t1
MSTRG.12163.1	jg5312.t1
MSTRG.12167.1	jg5313.t1
MSTRG.12169.1	jg5315.t1
MSTRG.12171.1	jg5316.t1
MSTRG.1217.1	jg15542.t1
MSTRG.1218.1	jg15543.t1
MSTRG.12192.1	jg5322.t1
MSTRG.12193.1	jg5323.t1
MSTRG.6043.1	jg21015.t1
MSTRG.12210.1	jg5324.t1
MSTRG.12211.1	jg5326.t1
MSTRG.1221.1	jg15544.t1
MSTRG.12213.1	jg5327.t1
MSTRG.22373.1	jg7414.t1
MSTRG.12216.1	jg5328.t1
MSTRG.22690.1	jg7595.t1
MSTRG.12219.1	jg5329.t1
MSTRG.12220.1	jg5330.t1
MSTRG.12221.1	jg5331.t1
MSTRG.1222.1	jg15546.t1
MSTRG.12223.1	jg5332.t1
MSTRG.12224.1	jg5333.t1
MSTRG.12225.1	jg5334.t1
MSTRG.32761.1	jg4141.t1
MSTRG.12227.1	jg5336.t1
MSTRG.12229.1	jg5337.t1
MSTRG.12230.1	jg5338.t1
MSTRG.12231.1	jg5341.t1
MSTRG.12232.1	jg5343.t1
MSTRG.12234.1	jg5346.t1
MSTRG.12235.1	jg5347.t1
MSTRG.12236.1	jg5348.t1
MSTRG.12237.1	jg5350.t1
MSTRG.12238.1	jg5352.t1
MSTRG.12239.1	jg5353.t1
MSTRG.12241.1	jg5354.t1
MSTRG.12242.1	jg5355.t1
MSTRG.12243.1	jg5356.t1
MSTRG.12245.1	jg5357.t1
MSTRG.12246.1	jg5358.t1
MSTRG.12247.1	jg5359.t1
MSTRG.12249.1	jg3071.t1
MSTRG.25480.1	jg14400.t1
MSTRG.4476.1	jg3073.t1
MSTRG.12255.1	jg5365.t1
MSTRG.12256.1	jg5366.t1
MSTRG.12257.1	jg5367.t1
MSTRG.12258.1	jg5368.t1
MSTRG.15092.1	jg18687.t1
MSTRG.1226.1	jg15545.t1
MSTRG.12263.1	jg9715.t1
MSTRG.12267.1	jg5370.t1
MSTRG.12270.1	jg5371.t2
MSTRG.33679.1	jg19340.t1
MSTRG.1228.1	jg15549.t1
MSTRG.12284.1	jg5375.t1
MSTRG.31915.1	jg11757.t1
MSTRG.32374.1	jg11737.t1
MSTRG.12291.1	jg5376.t1
MSTRG.1229.1	jg15551.t1
MSTRG.12292.1	jg5379.t1
MSTRG.12293.1	jg5380.t1
MSTRG.12294.1	jg5381.t1
MSTRG.3709.1	jg12391.t1
MSTRG.12296.1	jg5382.t1
MSTRG.12299.1	jg5383.t1
MSTRG.12300.1	jg5384.t1
MSTRG.12308.1	jg5388.t1
MSTRG.12309.1	jg5389.t1
MSTRG.12310.1	jg5390.t1
MSTRG.123.1	jg14949.t1
MSTRG.12315.1	jg5391.t1
MSTRG.12317.1	jg5394.t1
MSTRG.12319.1	jg5395.t1
MSTRG.1232.1	jg15552.t1
MSTRG.12321.1	jg5396.t1
MSTRG.12326.1	jg5398.t1
MSTRG.12329.1	jg5399.t1
MSTRG.12330.1	jg5400.t1
MSTRG.1233.1	jg15553.t1
MSTRG.17367.1	jg11424.t1
MSTRG.12333.1	jg5404.t1
MSTRG.12334.1	jg5406.t1
MSTRG.12339.1	jg5408.t1
MSTRG.12340.1	jg5409.t1
MSTRG.12342.1	jg5410.t1
MSTRG.12348.1	jg5413.t2
MSTRG.1235.1	jg15558.t1
MSTRG.12352.1	jg5416.t1
MSTRG.12353.1	jg5417.t1
MSTRG.6166.1	jg21073.t1
MSTRG.12355.1	jg5418.t1
MSTRG.12357.1	jg5419.t2
MSTRG.33044.1	jg19003.t3
MSTRG.12363.1	jg5420.t1
MSTRG.12364.1	jg5421.t1
MSTRG.12365.1	jg5422.t1
MSTRG.12368.1	jg5426.t1
MSTRG.12374.1	jg5425.t1
MSTRG.1237.1	jg15557.t1
MSTRG.12379.1	jg5427.t1
MSTRG.12830.1	jg1537.t1
MSTRG.12389.1	jg5429.t1
MSTRG.12390.1	jg5430.t1
MSTRG.12391.1	jg5431.t1
MSTRG.12392.1	jg5432.t1
MSTRG.12396.1	jg5433.t1
MSTRG.4774.1	jg3230.t1
MSTRG.12398.1	jg5434.t1
MSTRG.12399.1	jg5435.t3
MSTRG.12453.1	jg5469.t1
MSTRG.12402.1	jg5439.t1
MSTRG.12403.1	jg5437.t1
MSTRG.12407.1	jg5441.t1
MSTRG.12408.1	jg5443.t1
MSTRG.12409.1	jg5442.t1
MSTRG.12412.1	jg5444.t1
MSTRG.12413.1	jg5447.t1
MSTRG.12418.1	jg5450.t1
MSTRG.12419.1	jg5456.t1
MSTRG.12420.1	jg5452.t1
MSTRG.13267.1	jg15707.t1
MSTRG.12428.1	jg5458.t1
MSTRG.12430.1	jg5459.t1
MSTRG.1243.1	jg15578.t1
MSTRG.12433.1	jg5460.t1
MSTRG.17292.1	jg11388.t1
MSTRG.12441.1	jg5463.t2
MSTRG.1244.1	jg15579.t1
MSTRG.12443.1	jg5464.t1
MSTRG.12444.1	jg5465.t1
MSTRG.25519.1	jg14421.t1
MSTRG.1245.1	jg15580.t1
MSTRG.12452.1	jg5468.t1
MSTRG.12454.1	jg5470.t1
MSTRG.12456.1	jg5473.t1
MSTRG.12457.1	jg5474.t1
MSTRG.12459.1	jg5476.t1
MSTRG.12736.1	jg5654.t1
MSTRG.12463.1	jg1134.t1
MSTRG.12465.1	jg5480.t1
MSTRG.1247.1	jg15581.t1
MSTRG.12472.1	jg5482.t1
MSTRG.12475.1	jg5484.t1
MSTRG.12477.1	jg5485.t1
MSTRG.12478.1	jg5486.t1
MSTRG.32255.1	jg161.t1
MSTRG.12486.1	jg5487.t1
MSTRG.12487.1	jg5488.t1
MSTRG.2718.1	jg10825.t1
MSTRG.32629.1	jg19740.t1
MSTRG.12499.1	jg5493.t1
MSTRG.12500.1	jg5494.t1
MSTRG.12501.1	jg5495.t1
MSTRG.1250.1	jg15583.t3
MSTRG.12502.1	jg5496.t1
MSTRG.25661.1	jg14510.t1
MSTRG.12505.1	jg5498.t1
MSTRG.12506.1	jg5499.t1
MSTRG.12508.1	jg5500.t1
MSTRG.12509.1	jg5501.t1
MSTRG.12510.1	jg5502.t1
MSTRG.29859.1	jg6581.t1
MSTRG.12513.1	jg5503.t1
MSTRG.12514.1	jg5504.t1
MSTRG.12517.1	jg5505.t1
MSTRG.12519.1	jg5506.t3
MSTRG.12520.1	jg5508.t1
MSTRG.1252.1	jg10027.t1
MSTRG.12523.1	jg5509.t1
MSTRG.12530.1	jg5511.t1
MSTRG.12534.1	jg5514.t1
MSTRG.12535.1	jg5515.t1
MSTRG.28517.1	jg17596.t1
MSTRG.12541.1	jg16873.t1
MSTRG.14162.1	jg2344.t1
MSTRG.5307.1	jg3509.t1
MSTRG.20130.1	jg15047.t1
MSTRG.6268.1	jg21146.t1
MSTRG.12700.1	jg5628.t1
MSTRG.1255.1	jg10029.t1
MSTRG.12701.1	jg5629.t1
MSTRG.12555.1	jg5524.t1
MSTRG.12558.1	jg5528.t1
MSTRG.12559.1	jg5529.t1
MSTRG.12561.1	jg5530.t1
MSTRG.1256.1	jg10030.t2
MSTRG.12563.1	jg5535.t1
MSTRG.12564.1	jg5534.t1
MSTRG.12565.1	jg5536.t1
MSTRG.12566.1	jg5537.t1
MSTRG.12567.1	jg5538.t1
MSTRG.12568.1	jg5540.t1
MSTRG.12569.1	jg5541.t1
MSTRG.12573.1	jg5543.t1
MSTRG.33812.1	jg7428.t1
MSTRG.12575.1	jg5545.t1
MSTRG.31452.1	jg4124.t1
MSTRG.12593.1	jg5551.t1
MSTRG.12595.1	jg5552.t1
MSTRG.12597.1	jg5554.t1
MSTRG.12598.1	jg5558.t1
MSTRG.12600.1	jg5559.t1
MSTRG.12601.1	jg5561.t1
MSTRG.12602.1	jg5562.t1
MSTRG.12606.1	jg5565.t1
MSTRG.12611.1	jg5569.t1
MSTRG.12612.1	jg5571.t1
MSTRG.12615.1	jg5572.t1
MSTRG.12616.1	jg5573.t1
MSTRG.12618.1	jg5574.t1
MSTRG.12702.1	jg5630.t1
MSTRG.12622.1	jg5579.t1
MSTRG.12626.1	jg5582.t1
MSTRG.12681.1	jg5614.t1
MSTRG.30391.1	jg4542.t1
MSTRG.12633.1	jg5586.t1
MSTRG.20839.1	jg8834.t1
MSTRG.12640.1	jg5588.t1
MSTRG.12641.1	jg5590.t1
MSTRG.1264.1	jg10031.t1
MSTRG.12642.1	jg5591.t1
MSTRG.12647.1	jg5592.t1
MSTRG.12648.1	jg5594.t1
MSTRG.12653.1	jg5598.t1
MSTRG.26876.1	jg13632.t1
MSTRG.32602.1	jg4691.t1
MSTRG.12661.1	jg5604.t1
MSTRG.12662.1	jg5605.t1
MSTRG.12665.1	jg5606.t1
MSTRG.3509.1	jg12269.t1
MSTRG.12667.1	jg5607.t1
MSTRG.12669.1	jg5612.t1
MSTRG.5512.1	jg3616.t1
MSTRG.1267.1	jg10032.t1
MSTRG.12680.1	jg5613.t1
MSTRG.12684.1	jg5615.t1
MSTRG.12685.1	jg5617.t1
MSTRG.12686.1	jg5618.t1
MSTRG.12687.1	jg5620.t1
MSTRG.12689.1	jg5622.t1
MSTRG.12691.1	jg5623.t1
MSTRG.1269.1	jg10033.t1
MSTRG.1270.1	jg10034.t1
MSTRG.12709.1	jg5633.t1
MSTRG.12711.1	jg5635.t1
MSTRG.12712.1	jg5636.t1
MSTRG.12713.1	jg5639.t1
MSTRG.1287.1	jg10045.t1
MSTRG.12715.1	jg5641.t1
MSTRG.127.1	jg14951.t1
MSTRG.12718.1	jg5643.t1
MSTRG.12719.1	jg5646.t1
MSTRG.12724.1	jg5647.t1
MSTRG.12726.1	jg5648.t1
MSTRG.12728.1	jg5649.t1
MSTRG.12729.1	jg5650.t1
MSTRG.12730.1	jg5651.t1
MSTRG.1273.1	jg10036.t1
MSTRG.21001.1	jg20554.t1
MSTRG.12734.1	jg5652.t1
MSTRG.12743.1	jg5658.t1
MSTRG.12744.1	jg5659.t1
MSTRG.12746.1	jg5660.t1
MSTRG.12749.1	jg5661.t1
MSTRG.12751.1	jg5663.t1
MSTRG.1288.1	jg10046.t1
MSTRG.21642.1	jg7008.t1
MSTRG.12758.1	jg5664.t1
MSTRG.12759.1	jg5665.t1
MSTRG.14896.1	jg18578.t1
MSTRG.12763.1	jg5666.t1
MSTRG.12764.1	jg5667.t1
MSTRG.19749.1	jg8212.t1
MSTRG.1277.1	jg10042.t1
MSTRG.12775.1	jg5669.t1
MSTRG.12778.1	jg5670.t1
MSTRG.12780.1	jg5671.t1
MSTRG.12782.1	jg5668.t1
MSTRG.12790.1	jg5673.t1
MSTRG.12794.1	jg5674.t1
MSTRG.27678.1	jg17097.t1
MSTRG.12797.1	jg5677.t1
MSTRG.12798.1	jg5678.t1
MSTRG.12799.1	jg5679.t1
MSTRG.12800.1	jg5680.t1
MSTRG.12802.1	jg1521.t1
MSTRG.2596.1	jg10764.t1
MSTRG.12807.1	jg1522.t1
MSTRG.12812.1	jg1524.t1
MSTRG.12813.1	jg1525.t1
MSTRG.12814.1	jg1526.t1
MSTRG.17790.1	jg11680.t1
MSTRG.12816.1	jg1527.t1
MSTRG.12821.1	jg1530.t1
MSTRG.12822.1	jg1531.t2
MSTRG.12823.1	jg1532.t1
MSTRG.24271.1	jg9683.t1
MSTRG.12827.1	jg1536.t1
MSTRG.1283.1	jg10043.t1
MSTRG.12832.1	jg1538.t1
MSTRG.12834.1	jg1541.t1
MSTRG.12845.1	jg1546.t1
MSTRG.19168.1	jg7884.t1
MSTRG.12844.1	jg19229.t1
MSTRG.18713.1	jg22166.t1
MSTRG.12849.1	jg1547.t1
MSTRG.1285.1	jg10044.t1
MSTRG.12853.1	jg7039.t1
MSTRG.15259.1	jg18784.t1
MSTRG.26414.1	jg13385.t1
MSTRG.12862.1	jg1559.t1
MSTRG.12863.1	jg1558.t1
MSTRG.12864.1	jg1560.t1
MSTRG.12865.1	jg1561.t1
MSTRG.12868.1	jg1562.t1
MSTRG.1946.1	jg10416.t3
MSTRG.12877.1	jg1567.t1
MSTRG.12879.1	jg6651.t1
MSTRG.12880.1	jg1569.t1
MSTRG.12881.1	jg1570.t1
MSTRG.12884.1	jg1575.t1
MSTRG.12885.1	jg1576.t2
MSTRG.12886.1	jg1577.t1
MSTRG.12887.1	jg1578.t1
MSTRG.12888.1	jg1579.t2
MSTRG.12889.1	jg1580.t1
MSTRG.12891.1	jg1581.t1
MSTRG.1289.1	jg10047.t1
MSTRG.12894.1	jg1582.t2
MSTRG.12897.1	jg1584.t2
MSTRG.12898.1	jg1587.t1
MSTRG.12899.1	jg1588.t1
MSTRG.12906.1	jg1589.t1
MSTRG.12907.1	jg1592.t1
MSTRG.12909.1	jg1593.t1
MSTRG.12911.1	jg1595.t1
MSTRG.1291.1	jg10049.t1
MSTRG.12913.1	jg1596.t1
MSTRG.28320.1	jg17504.t1
MSTRG.12915.1	jg1598.t1
MSTRG.12918.1	jg1599.t1
MSTRG.1292.1	jg10048.t1
MSTRG.12926.1	jg1603.t1
MSTRG.12927.1	jg1604.t3
MSTRG.12928.1	jg1605.t1
MSTRG.12929.1	jg1608.t1
MSTRG.12932.1	jg1613.t1
MSTRG.12933.1	jg1614.t1
MSTRG.12937.1	jg1615.t1
MSTRG.12940.1	jg1618.t1
MSTRG.12944.1	jg1619.t1
MSTRG.12947.1	jg1621.t1
MSTRG.12950.1	jg1623.t1
MSTRG.12952.1	jg1625.t1
MSTRG.12953.1	jg1626.t1
MSTRG.12954.1	jg1627.t1
MSTRG.30421.1	jg16681.t2
MSTRG.12958.1	jg1629.t1
MSTRG.12959.1	jg1631.t1
MSTRG.12962.1	jg1633.t2
MSTRG.26046.1	jg14728.t1
MSTRG.12969.1	jg1634.t1
MSTRG.1298.1	jg10052.t1
MSTRG.12983.1	jg1640.t1
MSTRG.21354.1	jg6863.t1
MSTRG.12986.1	jg1644.t1
MSTRG.12993.1	jg1646.t1
MSTRG.12994.1	jg1650.t1
MSTRG.12996.1	jg1651.t1
MSTRG.12999.1	jg1655.t1
MSTRG.5552.1	jg3636.t1
MSTRG.13002.1	jg1660.t1
MSTRG.13003.1	jg1301.t1
MSTRG.32865.1	jg3809.t2
MSTRG.13017.1	jg1669.t1
MSTRG.13018.1	jg1671.t1
MSTRG.13021.1	jg1672.t1
MSTRG.1305.1	jg10053.t1
MSTRG.13023.1	jg1673.t1
MSTRG.13025.1	jg1674.t1
MSTRG.13026.1	jg1675.t1
MSTRG.13030.1	jg1676.t1
MSTRG.13033.1	jg1680.t1
MSTRG.13035.1	jg1683.t1
MSTRG.18354.1	jg21963.t1
MSTRG.13053.1	jg1684.t1
MSTRG.13054.1	jg1685.t1
MSTRG.13055.1	jg1686.t1
MSTRG.13059.1	jg1689.t1
MSTRG.1306.1	jg10054.t1
MSTRG.13063.1	jg1690.t1
MSTRG.13066.1	jg1692.t1
MSTRG.13067.1	jg1694.t1
MSTRG.13068.1	jg1700.t1
MSTRG.13069.1	jg1702.t1
MSTRG.13070.1	jg1703.t1
MSTRG.13516.1	jg1951.t1
MSTRG.13078.1	jg1705.t1
MSTRG.13085.1	jg1707.t1
MSTRG.13095.1	jg1710.t1
MSTRG.5257.1	jg3482.t1
MSTRG.13099.1	jg1711.t1
MSTRG.13100.1	jg1712.t1
MSTRG.26345.1	jg13331.t1
MSTRG.13104.1	jg1722.t1
MSTRG.13110.1	jg1724.t1
MSTRG.1312.1	jg10056.t1
MSTRG.13392.1	jg1873.t1
MSTRG.13124.1	jg1727.t1
MSTRG.13126.1	jg1728.t1
MSTRG.13127.1	jg1729.t1
MSTRG.19534.1	jg8080.t1
MSTRG.13129.1	jg1730.t1
MSTRG.13130.1	jg1731.t1
MSTRG.13133.1	jg1732.t1
MSTRG.16836.1	jg9409.t1
MSTRG.13459.1	jg1921.t1
MSTRG.1314.1	jg10057.t2
MSTRG.13141.1	jg1739.t1
MSTRG.13415.1	jg1887.t1
MSTRG.13144.1	jg1743.t1
MSTRG.13146.1	jg1744.t1
MSTRG.13148.1	jg1746.t1
MSTRG.13154.1	jg1748.t1
MSTRG.13156.1	jg1749.t1
MSTRG.13157.1	jg1750.t1
MSTRG.13158.1	jg1751.t1
MSTRG.22643.1	jg2932.t1
MSTRG.26735.1	jg13567.t1
MSTRG.13164.1	jg1752.t1
MSTRG.13172.1	jg1755.t1
MSTRG.13173.1	jg1756.t3
MSTRG.13174.1	jg1757.t1
MSTRG.13175.1	jg1758.t1
MSTRG.2385.1	jg10657.t1
MSTRG.13177.1	jg1759.t1
MSTRG.13181.1	jg1761.t1
MSTRG.1318.1	jg10059.t1
MSTRG.6619.1	jg21334.t1
MSTRG.13184.1	jg1762.t1
MSTRG.13187.1	jg1767.t1
MSTRG.13189.1	jg1768.t1
MSTRG.13196.1	jg1769.t1
MSTRG.13199.1	jg1772.t1
MSTRG.13207.1	jg1773.t1
MSTRG.1321.1	jg10061.t1
MSTRG.13216.1	jg1776.t1
MSTRG.132.1	jg14954.t1
MSTRG.13219.1	jg1777.t1
MSTRG.13220.1	jg1778.t1
MSTRG.21151.1	jg6749.t1
MSTRG.13228.1	jg1780.t1
MSTRG.13230.1	jg1782.t1
MSTRG.1323.1	jg10063.t1
